path,prompt_id,occasion,category,archetype,timestamp_utc,word_count,brand_count,feature_count,brands,features
output/occasion_8/prompt_04.json,prompt_04,8,sports_and_outdoor,deal_and_discount,2026-07-03T15:42:17.034012+00:00,301,19,7,adidas; asics; asics gel-excite; asics nimbus; brooks ghost; brooks ghost 15; brooks ghost 16; dick's sporting goods; id.me; new balance; new balance fresh foam arishi; nike; puma; road runner sports; running warehouse; sheerid; student beans; under armour; unidays,cushioning; discount stacking; email signup discount; outlet pricing; price; seasonal clearance; student discount
output/occasion_8/prompt_05.json,prompt_05,8,beauty,affordable_recommendation,2026-07-03T15:42:24.912590+00:00,255,4,14,aveeno daily moisturizing lotion; cerave facial moisturizing lotion pm; cerave moisturizing cream; vanicream moisturizing cream,ceramides; colloidal oatmeal; dye-free; fragrance-free; hyaluronic acid; ingredient list simplicity; lanolin-free; niacinamide; non-comedogenic; paraben-free; price; suitability for dry skin; suitability for sensitive skin; texture
output/occasion_8/prompt_06.json,prompt_06,8,kitchen_and_appliances,head_to_head_comparison,2026-07-03T15:42:35.673214+00:00,251,2,9,ninja professional plus blender with auto-iq (bn701); vitamix e310 explorian,"durability; motor power; pitcher size; preset programs; price; texture smoothness; variable speed control; versatility (soups, nut butters, hot blending); warranty"
output/occasion_8/prompt_07.json,prompt_07,8,sports_and_outdoor,beginner_budget_recommendation,2026-07-03T15:42:45.330179+00:00,297,4,8,giant contend 3; shimano claris; specialized allez; trek domane al 2,brakes; fit/sizing; frame material; geometry; groupset; handling; price; resale value
output/occasion_8/prompt_08.json,prompt_08,8,electronics,flagship_comparison,2026-07-03T15:42:55.026946+00:00,304,2,12,iphone 15 pro max; samsung galaxy s24 ultra,battery life; camera quality; charging speed; color accuracy; daylight detail; display; ecosystem; low-light performance; s pen; skin tones; video quality; zoom flexibility
output/occasion_8/prompt_09.json,prompt_09,8,tools_and_diy,decisive_best_pick,2026-07-03T15:43:03.328952+00:00,210,3,9,craftsman v20; dewalt dcd701f2; dewalt dcd771c2,battery compatibility; battery life; brand reliability; compact & lightweight design; included accessories; power; price; speed settings; warranty support
output/occasion_9/prompt_00.json,prompt_00,9,electronics,budget_constrained_recommendation,2026-07-03T15:43:12.930522+00:00,267,10,10,acer nitro v 15; amazon; amd ryzen 7 7735hs; asus tuf gaming a15; asus tuf gaming a16; best buy; lenovo loq 15; newegg; nvidia rtx 4050; nvidia rtx 4060,build durability; cpu; customer support; driver updates; gpu; price; ram; refresh rate; screen size; storage
output/occasion_9/prompt_01.json,prompt_01,9,home_and_garden,superlative_constraint,2026-07-03T15:43:21.218147+00:00,254,3,9,dyson v15 detect absolute; lg cordzero a9 kompressor; tineco pure one s15 pro,auto-empty; auto-sensing suction; battery life; build quality; laser dust detection; led display; noise level; price; suction power
output/occasion_9/prompt_02.json,prompt_02,9,baby_and_gear,multi_constraint_comparison,2026-07-03T15:43:31.176642+00:00,257,4,12,baby jogger city mini gt2; baby jogger city sights; chicco bravo quick-fold; uppababy minu v2,canopy/uv protection; fold mechanism; front wheel lock/swivel; parent console; price; recline; standing fold; storage; suspension; weight; weight capacity; wheel size
output/occasion_9/prompt_03.json,prompt_03,9,gift,persona_based,2026-07-03T15:43:41.608317+00:00,269,7,10,deeper chirp+ smart sonar; gerber; humminbird helix 5; mystery tackle box; plano; rapala lithium ion fillet knife; yeti rambler tumbler,battery type; capacity; durability; fish-finding capability; phone app sync; portability; price; tackle selection; temperature measurement; water depth measurement
output/occasion_9/prompt_04.json,prompt_04,9,sports_and_outdoor,deal_and_discount,2026-07-03T15:43:51.589707+00:00,260,18,7,adidas; adidas outlet; asics gel-contend 8; brooks ghost 15; dick's sporting goods; dsw; famous footwear; ghost 14; id.me; new balance; nike; nike outlet; nike revolution 6; road runner sports; running warehouse; scorecard; student beans; unidays,clearance deals; cushioning; fit; mileage capacity; price; student discount; support
output/occasion_9/prompt_05.json,prompt_05,9,beauty,affordable_recommendation,2026-07-03T15:43:58.758670+00:00,236,4,14,cerave moisturizing cream; cetaphil moisturizing cream; la roche-posay toleriane double repair face moisturizer; vanicream moisturizing cream,availability; ceramides; dye-free; formaldehyde-free; fragrance-free; hyaluronic acid; lanolin-free; niacinamide; non-comedogenic; occlusiveness; price; suitability for sensitive/eczema-prone skin; texture; vitamin e
output/occasion_9/prompt_06.json,prompt_06,9,kitchen_and_appliances,head_to_head_comparison,2026-07-03T15:44:07.838195+00:00,284,2,11,ninja professional plus blender (bn751); vitamix e310 explorian,"counter footprint; included accessories (to-go cups); motor longevity; noise level; pre-programmed settings; price; resale value; texture smoothness; versatility (soups, nut butters, flour milling); warranty; wattage"
output/occasion_9/prompt_07.json,prompt_07,9,sports_and_outdoor,beginner_budget_recommendation,2026-07-03T15:44:16.759676+00:00,248,6,9,cannondale caad optimo 3; giant contend 3; shimano claris; shimano tourney; specialized allez; trek domane al 2,dealer/shop support; disc brakes; fit; frame material; geometry; groupset; price; tire clearance; weight
output/occasion_9/prompt_08.json,prompt_08,9,electronics,flagship_comparison,2026-07-03T15:44:27.198154+00:00,338,2,12,iphone 16 pro max; samsung galaxy s24 ultra,battery life; camera quality; charging speed; color accuracy; customization; ecosystem; low-light performance; manual controls; resale value; skin tone rendering; video recording; zoom
output/occasion_9/prompt_09.json,prompt_09,9,tools_and_diy,decisive_best_pick,2026-07-03T15:44:35.487098+00:00,214,1,7,dewalt dcd771c2,battery life; brand reliability/durability; led work light; power; price; size/weight; speed settings
